OlpyplEJ_c_hFxyand_Wxw,"['Szechuan', 'Asian Fusion', 'Chinese', 'Restaurants']"
a6Y7l1GRJxlX7_Yavnh8bA,"['Creperies', 'French', 'Restaurants']"
DEEAiq6dqVU8bvtC7VXztA,['Restaurants']
mi1OheI1cFxvnl3Txt28TQ,"['Asian Fusion', 'Japanese', 'Chinese', 'Restaurants']"
zgxNUxS8eIyhkrXegDLtjQ,"['Burgers', 'Steakhouses', 'Sandwiches', 'Restaurants']"
ZHuXFhYBI3YTwLgqVkZRfA,"['Pizza', 'Restaurants']"
0giHAKqhmiCWS-bMPzMjQw,"['Sushi Bars', 'Japanese', 'Restaurants']"
p3IleNV_nLmMj-dbzdx9DQ,"['Chinese', 'Restaurants']"
_SdixbXjvpCIMln7_sgDfg,"['Pizza', 'Restaurants']"
cRpX86tDZZzUdahDD7Di8w,"['Pizza', 'Restaurants']"
slc44MJu58XNJdUa3B6dZg,"['Restaurants', 'Italian']"
ryec1JbnhfZjiIAJjaH6aw,"['Food', 'Fast Food', 'Pretzels', 'Restaurants']"
eQX9DwovKIwB5FncvOMhMQ,"['Irish', 'Bars', 'Pubs', 'Nightlife', 'Sports Bars', 'Restaurants']"
VVPVg9aJzNczTgeM36TGJw,"['Greek', 'Mediterranean', 'Restaurants']"
qZCtzJCdt29_DdYD8US9FQ,"['Italian', 'Pizza', 'Restaurants']"
PkFBlpebCjEo4pDKgHJQzQ,"['Thai', 'Restaurants']"
QplY4p8HHJY0ncbgcpb8WQ,"['Japanese', 'Restaurants']"
QCb3m1KE9R4yvCiRd5vD3A,"['Pizza', 'Restaurants']"
gtai_-E-WUGr_8tYYik59A,"['Mexican', 'Restaurants']"
mVZe6Chq4EGCepva03vPBQ,"['American (New)', 'Restaurants']"
P3ghyKxe861PXzZM7vJyjQ,"['Mexican', 'Restaurants']"
JD2kI4tX69ABFS3fuXvccg,"['Belgian', 'Restaurants']"
FvviOkSV9RiNkiC90tchFg,"['Chinese', 'Restaurants']"
HPcrrz8uipPQyK-5zd6w9Q,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
qjTsleuff7mJHp2qMVGMwA,"['Pizza', 'Restaurants']"
_UdfuV4VH5PopAuCJPflYw,"['Breakfast & Brunch', 'Cafes', 'Ethiopian', 'Restaurants']"
_vqfG03x7u5_QHA-jvWvBQ,"['American (Traditional)', 'French', 'Restaurants']"
Ka706638zr3TdqxG3SacWQ,"['Barbeque', 'Restaurants']"
tyHtzC4k-MvsTZOBZ8YaWw,"['Buffets', 'Restaurants']"
H2pm7yVZci7M5RKhAOYzuA,"['American (New)', 'Restaurants']"
nqZXFkRTH_vsGvOzRVWI8g,"['Vegetarian', 'Restaurants']"
xQgK8VguYVlWGgaHvDtZcg,"['Burgers', 'Restaurants']"
tNXmUsva1BUEg5tTh08Png,"['Sushi Bars', 'Restaurants']"
z9npj39IIz7q3UG9DoDKig,"['Pizza', 'Restaurants']"
XT-fHTsLouy0KDdX0m1B-A,"['Chinese', 'Restaurants']"
WqntpiZMWaoDOlDS7V3W-A,"['Indian', 'Buffets', 'Restaurants']"
eP2WTbTQDCLj6FPNd6Il5Q,"['Mexican', 'Restaurants']"
H8LJAZIHRKHQr4ot82kZ-g,"['Mexican', 'Food', 'Caterers', 'Event Planning & Services', 'Food Trucks', 'Restaurants']"
LmbVSU7Diel5lR2b6AS5SA,"['Mexican', 'Restaurants']"
zftTB9fn2g0TPWYOZC9-DA,"['Food', 'Street Vendors', 'Food Stands', 'Restaurants']"
3q5THOSYu39imB8tGaieCQ,"['Buffets', 'Restaurants']"
k0gLhoW2NkgLVdhE259pww,"['Restaurants', 'Italian']"
f-U6qlaxXG2Bpg51xM_LDg,"['Sushi Bars', 'Restaurants']"
6Tt0mGKbMoAz1GsjkVhbMQ,"['Mexican', 'Restaurants']"
x-4BOw1IIauM7GhYpTKhtw,"['Breakfast & Brunch', 'Restaurants']"
UMXxDCwStYjH5-ISb3ikUg,"['Cafes', 'Restaurants']"
RjIpwtifHcykxPkIdPVExw,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
Jv3BP6CDVtCs62EZcWdPdA,"['Fast Food', 'Restaurants']"
YqRptNqPphwwP4Cg2sYQ2g,"['Pubs', 'Bars', 'Nightlife', 'Irish', 'Restaurants']"
vYLR2N3cL32e0OQaBpG-ew,"['Burgers', 'Fast Food', 'Restaurants']"
uHto-A7YiTac-tmmiTrnig,"['Fast Food', 'Sandwiches', 'Restaurants']"
0Jouvs4G3d6CcG3pYGZ20A,"['Breakfast & Brunch', 'Mexican', 'Diners', 'Restaurants']"
d4t1qlm-mjhBmDUdboq5Uw,"['Burgers', 'Restaurants']"
PJkRmyyViSF5ixIlw-E2KA,"['Sushi Bars', 'Japanese', 'Restaurants']"
B6CP_sSOuMNnEa0ZDnAQjA,"['Sandwiches', 'Restaurants']"
9w1FCHEGc2CWBl0nzX-SUg,"['Fast Food', 'Restaurants']"
a66CtYcUgVjXy57GcoDOXg,"['Seafood', 'Sushi Bars', 'Buffets', 'Restaurants']"
XfrBhVm0iv6MGuirXjOL9Q,"['Japanese', 'Restaurants']"
3uSNX-JIWLgNDDfIpV_DDg,"['Bakeries', 'Food', 'Cafes', 'Restaurants']"
KECPmpLZxwroxLeUy9TDoA,"['Food', 'Burgers', 'Fast Food', 'Ice Cream & Frozen Yogurt', 'Restaurants']"
8aCB2_NZke0sy6K1ozim0w,"['Breakfast & Brunch', 'Restaurants', 'Turkish']"
pwsXyKGJnLRZB4kNkdM97g,"['Greek', 'Restaurants']"
u2oP5eyHFrlBIb7AnTC6bA,"['Burgers', 'Fast Food', 'Restaurants']"
f-bsqmSQhOKWpLreDQSWyw,"['Italian', 'Pizza', 'Restaurants']"
Q-qvDFHD3FCy82KIWoc3tA,"['Mexican', 'Restaurants']"
TvLh1fGA_eN7z3-UIPFDXw,"['Pizza', 'Restaurants']"
6HNMKLirTRjSA2ob6SQ89Q,"['Nightlife', 'Brasseries', 'Bars', 'Sports Bars', 'Restaurants']"
SCm3c1i4Pgj4p9lbHlYR-g,"['Mexican', 'Restaurants']"
TwLwfoq4zYGNKSiDHflh7w,"['Mexican', 'Restaurants']"
SvZXOhA_hIuQgR34VfVqnQ,"['Hot Dogs', 'Restaurants']"
C7pxayTvq-JwnModz-6lxQ,"['Food', 'Breakfast & Brunch', 'Belgian', 'Food Trucks', 'Restaurants']"
BTVVaav-Tk1Rn6cxvSKvuQ,"['Burgers', 'Fast Food', 'Restaurants']"
p_wNn2SZ8iFtpVbetmUA_w,"['Food', 'Vegetarian', 'Coffee & Tea', 'Breakfast & Brunch', 'Restaurants']"
1ZsDRVBZDllEp1FuduAqDQ,"['Breakfast & Brunch', 'French', 'Restaurants']"
JNeZ-aV14xZnkkNTfc3YgA,"['Fast Food', 'Restaurants']"
f_adZ5jM1k9uABuleJmGpw,"['British', 'Restaurants']"
srTXrlGh3EVB7kAwY5b8og,"['Burgers', 'Restaurants']"
pTo7Bolw3_8olGhRtfSrjQ,"['Soup', 'Italian', 'Pizza', 'Restaurants']"
va89GS1Zh402L4v-iY0Urw,"['American (New)', 'Restaurants']"
zObyDUjiXSTCXa5t6w9ghg,"['American (Traditional)', 'Restaurants']"
yc5AH9H71xJidA_J2mChLA,"['Irish', 'Restaurants']"
K7xm1AAdThx3txHkoWVyCQ,"['Vegetarian', 'Hot Dogs', 'Poutineries', 'Restaurants']"
FZHcV0dbyDxnddJMecEpeQ,"['Pizza', 'Restaurants']"
3WJU9MvnQfUj0aCsqMD0lw,"['Sushi Bars', 'Restaurants']"
JxyHe2llgblxn5JvA5BsMg,"['Korean', 'Sushi Bars', 'Japanese', 'Restaurants']"
nsiODPQfGUAhYHSKRLU97A,"['Fast Food', 'Restaurants']"
vGqquKUhtzw3hosrYfxf4A,"['Chinese', 'Restaurants']"
Klb2mXlUHuSTyN3CkgZ0EA,"['Mexican', 'Restaurants']"
ZcOTflNmbdJkgG8VQTYT6w,"['Delis', 'Restaurants']"
CiGZR0Hr7YY6_GqcBIttxg,"['Fast Food', 'Restaurants']"
zuhn7H0SFAM9_ZCNrjg3Dw,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']"
6sLVCfUKLxXeLBn9b0qomg,"['Pizza', 'Moroccan', 'Canadian (New)', 'Restaurants']"
ZQdSGPdEGXPbCWrmJSNm-Q,"['Mexican', 'Restaurants']"
8P2lLn68_RY-DMP876rIBw,"['Nightlife', 'Bars', 'American (Traditional)', 'Tex-Mex', 'Restaurants']"
kaeF6dd_f_Hd7raszKWAWg,"['Thai', 'Restaurants']"
2APLRFL-VCJwZkB-WQe-eA,"['Steakhouses', 'Restaurants']"
jiQwNP0HovE-NZB-plOWxA,"['Mexican', 'Restaurants']"
aXgzCfEzgi9T998rQyZFvA,"['Bars', 'American (Traditional)', 'Food', 'Beer, Wine & Spirits', 'Breweries', 'Nightlife', 'Sports Bars', 'Restaurants']"
7HQKrspjB0BqbscX7LL7FA,"['Burgers', 'Fast Food', 'Restaurants']"
f9WqdqHuZtwg41HDLSKaPA,"['Thai', 'Restaurants']"
xqO1fp2zuxeeYjPeGP2Eaw,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']"
QVZBd_eu0oJ4IN0md2XPTQ,"['Restaurants', 'Italian']"
iTOzdZjsPY7jq3kcAEYAPg,"['American (Traditional)', 'Restaurants']"
UNFcMOWOsr9ilM6lqXIC6w,"['Fast Food', 'Mexican', 'Restaurants']"
vZ4CIMfeos6K7OyYDIlwrQ,"['Mexican', 'Bars', 'Cocktail Bars', 'Nightlife', 'Restaurants']"
h3dNZGy3_XWJ1Ew66s3JNA,"['Bakeries', 'Food', 'Cafes', 'Sandwiches', 'Restaurants']"
pNyqk-HCo3SXPPppi04Bag,"['Southern', 'Restaurants']"
9zWm2YZAaG2JqPwn5-3CDw,"['Nightlife', 'Bars', 'Sushi Bars', 'Japanese', 'Restaurants']"
pZ4Oe4lYqgIQInlU5cPigg,"['Fast Food', 'Sandwiches', 'Restaurants']"
o9C4hmk1QfYPdgE0PytGkw,"['Burgers', 'Restaurants']"
x9aO1YSNQDa1_qV4hPGG5A,"['Fast Food', 'Sandwiches', 'Restaurants']"
eBPTPMi_yJGDOs2ca4u8DQ,"['Fast Food', 'Mexican', 'Restaurants']"
vMPoClNTGuQMDgk3pY-8_w,"['Italian', 'Pizza', 'Restaurants']"
a0eg1AZESJbsUL6I3h_VsA,"['Delis', 'Restaurants']"
0LzYw7uhfIbk2_lKq08Jcg,"['Restaurants', 'Pizza', 'Italian']"
QR8WItkeeoKwng308YDVgA,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
o_HVMHPQwnuJj7yqn_c5lg,"['Bars', 'American (Traditional)', 'Pubs', 'Nightlife', 'Restaurants', 'Fish & Chips']"
NW8oT7STzS_lnGq9na1hKw,"['Cafes', 'Restaurants']"
h-5TtlOf0Jm3Xnv1_ySq_A,"['Pizza', 'Sandwiches', 'Restaurants']"
BZk5ij706Xgx8Yr_3EwEcQ,"['Restaurants', 'Pizza', 'Italian']"
5M57V8y6FqJgkKWM4_8FsQ,"['Latin American', 'Mexican', 'Restaurants']"
DQlVVaGbMxf3Ed6rp8A3kA,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants', 'Sports Bars', 'Pizza']"
eFC_lobFeLQSVitKUQ3tIA,"['American (Traditional)', 'Restaurants']"
5uRaUf0eNyJgIdwAkIOM7Q,"['Thai', 'Restaurants']"
NLG93lHcDCrKhHQb_DROwQ,"['Cafes', 'Restaurants']"
yvUJ5bedjwtyQv7XRNPCdQ,"['Greek', 'Restaurants']"
POLmm9JrxZ6h3f6IHfvSNA,"['Food', 'American (Traditional)', 'Food Trucks', 'Restaurants']"
CjFaf6r6iP1xcKcChKDgKA,"['Mexican', 'Restaurants']"
EQdlDUTj-TopflIpOKKLvQ,"['Breakfast & Brunch', 'Cafes', 'Restaurants']"
Bnj-dibUfTK7dN0FX1CWqQ,"['Pizza', 'Restaurants']"
sIh3fwgsypJ_7kTkrpOgcg,"['Pizza', 'Restaurants']"
KzeBOEYw4-pGi81l_yND5g,"['Chinese', 'Restaurants']"
KsWI9MuhEF4d9Wvyd_jdJw,"['Barbeque', 'Restaurants']"
7VfpGBhKafz38mVLSyygJg,"['Modern European', 'Canadian (New)', 'Restaurants']"
SUBoLKB5m8WyunvLmpw71A,"['Pakistani', 'Indian', 'Restaurants']"
q4nEzyoYXD90YT0eMQxjyg,"['Restaurants', 'Event Planning & Services', 'Chinese', 'Caterers']"
HNDzbJopEXjGn78LAKOhSA,"['Japanese', 'Restaurants']"
5lYd_fpm7ug7_Xzu7RloPQ,"['Fast Food', 'Mexican', 'Restaurants']"
lCg6qoJutIH3HnoBxTfJDQ,"['American (Traditional)', 'American (New)', 'Sandwiches', 'Restaurants']"
cBvfKZEvK_CScsxdaHRl1w,"['Bakeries', 'Food', 'Gluten-Free', 'Restaurants']"
jpgmMTN__BHg_lnJEUjM-g,"['Chinese', 'Restaurants']"
uEoOaDZIl9SEBU-ioPN1bw,"['Burgers', 'Fast Food', 'Restaurants']"
NJcyFik3drl9bOX6fsPEMg,"['Vietnamese', 'Restaurants']"
JAlSA6XsscWZEL70JdgFYA,"['Mexican', 'Tex-Mex', 'Restaurants']"
fEX1IcPNrhJAdwk4DgyVVw,"['Steakhouses', 'Restaurants']"
KUwSpnFh274PNJn8P8HvGA,"['Sushi Bars', 'Restaurants']"
HfXThpI2hvTYE1ajYvozaA,"['Pizza', 'Restaurants']"
AMXWCr5M22QaImM_g0_6KA,"['Restaurants', 'Italian']"
DNHrQzg8WDrLjNEVa9PyGw,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
colajtSELCt8awwl129uFg,"['Pakistani', 'Indian', 'Asian Fusion', 'Restaurants']"
zjQxaHZSb47p7l-b7Nhzgg,"['Food', 'Desserts', 'Fast Food', 'Ice Cream & Frozen Yogurt', 'Restaurants']"
hr41l2QX7OHh3k_x0Zk2Vw,"['Pizza', 'Restaurants']"
Ymbxezwhkf8-8sDWUWOScQ,"['Food', 'Coffee & Tea', 'American (Traditional)', 'Breakfast & Brunch', 'Restaurants']"
uIOnfcss9fxjSv3gFfPvgA,"['Korean', 'Restaurants']"
m7q48PFFfMaIBBaDZ7j3Hg,"['Mexican', 'Restaurants']"
i_hOxNY8Afk4GotULnTMcA,"['Fast Food', 'Restaurants']"
JQKOBllhtI_X5ZjpWSum6A,"['Dim Sum', 'Chinese', 'Restaurants']"
3PmyPp1Nv7oBMHLzeOfdeQ,"['Caribbean', 'Restaurants']"
7Uouj_xLTexDpBC0dD2PvQ,"['French', 'Restaurants']"
393XMaeYzKhxexwpiTA43w,"['Restaurants', 'Italian']"
XrEXdKVM1naBkuOcLxU7PQ,"['Burgers', 'Breakfast & Brunch', 'Sandwiches', 'Restaurants']"
rJ7KJR8BarhtrjwkS_lwJw,"['Korean', 'Barbeque', 'Restaurants']"
cN6qpVw6RaSrSI-JGGF4Tw,"['Tapas/Small Plates', 'Spanish', 'Restaurants']"
PPx-vLQdtM3WfdizAMUEKA,"['Delis', 'Sandwiches', 'Restaurants']"
X_unrEd0DOcR-FfzHT-Tcg,"['French', 'Restaurants']"
vqrMlgUsAaE_3hHsPaesjQ,"['Pizza', 'Restaurants']"
vHPm9gWqzPa_dZG7e66g7w,"['Pizza', 'Restaurants']"
Y-bDtbLUp-szo_WxL883-A,"['Mexican', 'Restaurants']"
UePuvUGJsPDFkNtRKWEClA,"['Tapas/Small Plates', 'Mediterranean', 'Middle Eastern', 'Restaurants']"
IYdjcA92wjvM5RtPZ3C7kw,"['Pizza', 'Restaurants']"
xEwujSrjqGK_dWJ28YSQiQ,"['Mexican', 'Restaurants']"
DgvkjXshY3N94QTkndThCQ,"['Delis', 'American (New)', 'Sandwiches', 'Restaurants']"
H469FEznfNRhUw9Uk7_d9w,"['Persian/Iranian', 'Restaurants']"
6KWa45IN5hFWv617efvBBA,"['Asian Fusion', 'Sushi Bars', 'Restaurants']"
1TKO_V46aJXpUtDBRQS5Jw,"['Delis', 'Sandwiches', 'Restaurants']"
PwNLW2S2EPYW8p8y5OeFNA,"['Latin American', 'Mexican', 'Tex-Mex', 'Restaurants']"
3cSnc2Ts0GckC9QRvlQbKA,"['Noodles', 'Chinese', 'Restaurants']"
nisE3lGuzeEWY2KXMGbYNg,"['Dive Bars', 'Greek', 'Bars', 'Nightlife', 'Restaurants']"
NMi9cy9lwAloyW2SQIKoMw,"['Mexican', 'Restaurants']"
oI5S8WM1vfrLtFovylkguw,"['German', 'Restaurants']"
1FFatRz562qU7sSwrkkbqA,"['Sandwiches', 'Restaurants']"
MqPRtyOXXJF-uUYJPK-5sA,"['Burgers', 'Fast Food', 'Restaurants']"
RcufSDfRpeaxLm875axrDQ,"['Chinese', 'Restaurants']"
-F1ktE7JM6vpIoF16CAyjQ,"['Pubs', 'Bars', 'Nightlife', 'Restaurants']"
qK_nxiXCxjIP8Hd659bhvA,"['Pizza', 'Restaurants']"
JPqklvIjiKX7ryMup6k7aA,"['Barbeque', 'Restaurants']"
jO3zTRPsz69aqvr05gjWJg,"['Brasseries', 'Restaurants']"
RiJ7ERp0UkQqaOFsrSP4zw,"['American (New)', 'Restaurants']"
B_2jIg6XVM6gZ4pAg4hnjg,"['Food', 'Coffee & Tea', 'Cafes', 'Restaurants']"
HgUqjaik-Lax4cpfArwwcA,"['Brasseries', 'Restaurants']"
Fo4EsFdje95EjZSIhpUPPg,"['Belgian', 'French', 'Restaurants']"
PNyQejGIQy_oNCu3qIKRRg,"['Food', 'Coffee & Tea', 'Cafes', 'Restaurants']"
3aHP5oRjHkb48zqTiOp01A,"['Burgers', 'Cafes', 'Restaurants']"
egGk5zPJIfgIwlDPjuaVaQ,"['Delis', 'Sandwiches', 'Restaurants']"
RDuYiyWttgSY0_TE8gy3dw,"['Burgers', 'Fast Food', 'Restaurants']"
R6bBcQaHFHHpndTzMEHjXA,"['Burgers', 'American (Traditional)', 'Restaurants']"
ukmUw9Lk6JjS6cndXlCj1A,"['Fast Food', 'Restaurants']"
YeDYa6tYL16CyqYvUVOtLw,"['Arts & Entertainment', 'Music Venues', 'Bars', 'Nightlife', 'American (New)', 'Restaurants']"
2Y2uT9UZUOkOdA6wm4CiOQ,['Restaurants']
nYglZCJN-kNWgUe51M1s5w,"['American (Traditional)', 'Fast Food', 'Chicken Wings', 'Restaurants']"
G5SASWuL_CVxpgwXXGC4DA,"['Sushi Bars', 'Japanese', 'Restaurants']"
77Y-BrPPVPf0wANgAtEiwQ,"['Pizza', 'Restaurants']"
QWrMFSrUBn7nAKnuEu-UHw,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
p6cNlPGmb6ygwiVOMU72DQ,"['Italian', 'Pizza', 'Restaurants']"
XkNQVTkCEzBrq7OlRHI11Q,"['Restaurants', 'Pizza', 'Salad', 'Italian']"
ukWmqiBsWnLz3q1C2nF7vg,"['Cafes', 'Restaurants']"
iDACe__Y9DpIl5GHLSFzwg,"['Fast Food', 'Restaurants']"
-Xr1SHKJwz9-0V2GHsoAzw,"['Food', 'Desserts', 'Pizza', 'Restaurants']"
Qw5P7swnybgumr57bqX4xg,"['Cafes', 'Restaurants']"
TQRCtfTJNGAdVAW9b5mMhg,"['Burgers', 'Restaurants']"
EGNzJApWnrttPyv6RirhUA,"['Restaurants', 'Italian']"
7_TKgPJvmsm5sacsK3FhJA,"['Asian Fusion', 'Restaurants']"
5Isf5xz3rNZk0y79UE6uIw,"['Burgers', 'Bars', 'Nightlife', 'Restaurants']"
DnwJ5-nXMV7DNuncVtNaVw,"['Burgers', 'Vegetarian', 'Vegan', 'Restaurants']"
HhbkNBO8p5p_SRiTkIrqrQ,"['Bars', 'American (New)', 'Restaurants', 'Sports Bars', 'Nightlife']"
gfpl_GyyY5uj6zJnIdzImQ,"['Cafes', 'Restaurants']"
e5s6Z8Hh-8GHTpbhMddkEQ,"['Delis', 'Fast Food', 'Sandwiches', 'Restaurants']"
xuuJSD0Wjc1WMIbAIEObng,"['Pubs', 'Bars', 'Nightlife', 'British', 'Restaurants']"
KUpdnQi16DGP54FlDWOJ6g,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']"
rRP9ezBeaQ1BFRmsOwLQfQ,"['Cafes', 'Sandwiches', 'Salad', 'Restaurants']"
cpkgfMndi5ASbqGuBPz34g,"['Steakhouses', 'Restaurants']"
cHj7cwg1vTW9N0VkSxm5Ng,"['Soup', 'Vietnamese', 'Restaurants']"
HDTnHO_C9e-QHuEYt73kHA,"['Sushi Bars', 'Restaurants']"
GC74K0WkrbrnjVjnD7QfCA,"['Cafes', 'Restaurants']"
eq5za-Fm-8zRPTse36U17g,"['Sandwiches', 'Restaurants']"
4IUT19STv8PbRtjHO7qhBw,"['Japanese', 'Restaurants']"
fmYWSos9ySdLN6zkcS5cNg,"['International', 'Mediterranean', 'Restaurants']"
isCu7-P3Ky1Mw6d0jbFM0A,"['Chinese', 'Restaurants']"
79_ximd9-lVcXcWqZy8RgA,"['Japanese', 'Restaurants']"
QTBUIAFtdUx-YMcWaI3GiQ,"['Fast Food', 'Restaurants']"
elq4hC3DCRIgpX-OZEJo0g,"['Chinese', 'Restaurants']"
G4DOzmqIj36ckJVJk4DJsw,"['Burgers', 'American (Traditional)', 'Fast Food', 'Restaurants']"
wIgnStKeqI_SW12oegTGrg,['Restaurants']
kskztIDvBCuL6UX1Oflhrg,"['Bars', 'Nightlife', 'Delis', 'Restaurants']"
3KUwS1FedV0_L5y_D9YAiQ,"['Mediterranean', 'Restaurants']"
ASN-bDe1cVl3Y8-lnqA7Og,"['Sushi Bars', 'Japanese', 'Restaurants']"
LzaKn3oLAZzLaLggNOTG2w,"['Brasseries', 'Bars', 'Nightlife', 'Restaurants']"
mV2qIJvhYuHTI0_to25nrQ,"['Food', 'Delis', 'Coffee & Tea', 'Restaurants']"
2lLPZQMDbMFSDDJCd-5dsw,"['Fast Food', 'Restaurants']"
3ovqR1z7Imm7uY41m8_iIQ,"['Bars', 'Mediterranean', 'Cocktail Bars', 'Nightlife', 'Hookah Bars', 'Restaurants']"
IOi28HWX0qIkI5r_nwhlZA,"['Food', 'Coffee & Tea', 'Breakfast & Brunch', 'Restaurants']"
GvUgjHP0aooaD1dltpK_5w,"['Fast Food', 'Restaurants']"
r4P8bKmZVl-0Hs0G2hT_Mg,"['Tapas Bars', 'Japanese', 'Restaurants']"
frEv-FajQEPvFJ9zAEr29A,"['American (Traditional)', 'Sushi Bars', 'Restaurants']"
pj2vO-JQWgV5cqqLu1GCuw,"['Chinese', 'Restaurants']"
lSZ1IMqd3ctUB9mzf22AEQ,"['Restaurants', 'Kebab', 'Turkish']"
kDBg9lV8aqoULtczM6O8Og,"['Burgers', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
7efXQZC9sNjE5BWJotxVBw,"['Chinese', 'Restaurants']"
hkKvb6oXxn8ygoP5fFln1g,"['Mexican', 'Restaurants']"
RDYOZGZ2DTor_jAOy9FwGw,['Restaurants']
yS0IzGJDtGKZubmGIbrZIA,"['Korean', 'Sushi Bars', 'Restaurants']"
rx-sG2ugeK8-oT55YcMJcA,"['Sandwiches', 'Restaurants']"
B-KnXme3ObUw7VYIUuY_CQ,"['Food', 'Donuts', 'Cafes', 'Restaurants']"
BKR18gyfLzuFz0-4CYTeiw,"['Mexican', 'Restaurants']"
EKR3hv8vhML4xbkp9Hf9mQ,"['Burgers', 'Fast Food', 'Restaurants']"
qc_xWMTf3cuIsZ6mGQCEPQ,"['Chinese', 'Restaurants']"
6Svv3pgeGt1c4BcngzQOWA,"['Ethiopian', 'Restaurants']"
0AzoCP_nz0hv0-BpXLxq_A,"['American (Traditional)', 'Cafes', 'Restaurants']"
T80zdmoHleRsTbRXJBLoFA,"['Mexican', 'Restaurants']"
mqa7gyk6DjK2eu7mAMMMFA,"['Pizza', 'Sandwiches', 'Salad', 'Restaurants']"
B6DUg2krZFY3fCECiL_xvQ,"['Irish', 'Bars', 'Pubs', 'Nightlife', 'Sports Bars', 'Restaurants']"
RR7nf12D8cOkNi6HQAQbBA,"['Burgers', 'Fast Food', 'Restaurants']"
4NO82pvv4EVXPlPp0ufwqQ,"['Burgers', 'Fast Food', 'Restaurants']"
27Q69LYNbqANTkPZdxsZFA,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
rVO3RY-G7K5xZjV1UrEx6g,"['Seafood', 'Mexican', 'Restaurants']"
R9Tll6IKpJtYcsbEv7edCA,"['Breakfast & Brunch', 'Restaurants']"
Bmw7NJ4A6ffjb5J_hBto3A,"['Creperies', 'Restaurants']"
uJSS0Kq1qoiCTXQdxxztrQ,"['Pizza', 'Restaurants']"
6ma2wsbvPFClPam7fbEzsw,"['Latin American', 'Restaurants']"
MXOdsPTLQPsQK9hUq01DWg,"['Bars', 'American (Traditional)', 'Pubs', 'Nightlife', 'Sports Bars', 'Restaurants']"
WyJuGTwFwoN0k8iX8FsqYw,"['Fast Food', 'Restaurants']"
KjtmgrvRyTd5sCZZqAM8vA,"['Cheese Shops', 'Grocery', 'Food', 'Specialty Food', 'Sandwiches', 'Restaurants']"
HB8FugymmTbnLqhYhTlNBQ,"['Burgers', 'American (Traditional)', 'Restaurants']"
XAtra6d8bcQDXqDKZKiG9Q,"['Thai', 'Restaurants']"
aQhH3ulfs96PQgegDlGSuA,"['Chinese', 'Restaurants']"
VHPDBlN8o69uz_MoW1ZSXw,"['Bars', 'Cafes', 'Hookah Bars', 'Nightlife', 'Restaurants']"
3rJE7qliy8_ylKhY5FdlIw,"['Food', 'Sandwiches', 'Coffee & Tea', 'Breakfast & Brunch', 'Restaurants']"
AxJIm3NLKWhDonFL3f59Wg,"['Food', 'Ice Cream & Frozen Yogurt', 'Hot Dogs', 'Mexican', 'Restaurants']"
PBW7XBnNZPsWXd39isv5hQ,"['Hot Dogs', 'Restaurants']"
LXBrtq1JlpMg2HgCEUgUIw,"['Chinese', 'Restaurants']"
S_2ASYQGNId-xKpXsELvvg,"['Breakfast & Brunch', 'Creperies', 'Restaurants']"
fGTrdnKyM_wdT6niaxzU3Q,"['Bars', 'American (New)', 'Restaurants', 'Sports Bars', 'Nightlife']"
QVR7dsvBeg8xFt9B-vd1BA,"['Bars', 'Restaurants', 'Nightlife', 'American (New)', 'Sports Bars', 'Pizza']"
uwR6XBswcGXgK_3KDfGSLQ,"['Bars', 'Cafes', 'Nightlife', 'Lounges', 'Restaurants']"
tZCIC-GWGYS7yh3KVbRnlw,"['Breakfast & Brunch', 'Restaurants', 'Southern', 'Italian']"
cr95rxWunLWWsL9ZP-yITg,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']"
ycVUEJ7ol4CJCuMsNApufw,"['Tapas/Small Plates', 'Spanish', 'Restaurants']"
g3rQrrstKsEIfknfc88O5Q,"['Burgers', 'Fast Food', 'Restaurants']"
DzOPHyrG2XuVqKEvHCnN7w,"['Nightlife', 'Bars', 'Sandwiches', 'Restaurants']"
lWrMZzYMWY-JpKYAwtlZoA,"['Steakhouses', 'Restaurants']"
ZN-RG7wkT8MLsmaTPzIW5g,"['Mexican', 'Restaurants']"
nF37lu5xHJ_0E03hLJzQAg,"['Nightlife', 'Breakfast & Brunch', 'Mediterranean', 'Bars', 'Restaurants']"
A3zvSbe0TEOMce-Az-kTzw,"['Breakfast & Brunch', 'Restaurants']"
Zo-nHAbO5cWw6YYkBuXslA,['Restaurants']
Rhh0mTHLAYwkldUEZamRvA,"['Soul Food', 'Restaurants']"
_tWPlLKRenyHPvkxqZ2UQQ,"['Italian', 'Pizza', 'Restaurants']"
