OlpyplEJ_c_hFxyand_Wxw,"['Szechuan', 'Asian Fusion', 'Chinese', 'Restaurants']"
exiTniDF3cjnxZFvwvSO3Q,"['Soup', 'Chinese', 'Restaurants']"
CMvCbtkcHH9Gp0S3w1_aQA,"['Chinese', 'Restaurants']"
2FeI5q8Sm1Hk9jF4XGJbgw,"['Chinese', 'Restaurants']"
vk_yD30D0xGjz-Gn-Z1-lw,"['Chinese', 'Restaurants']"
ivvH2PBdt98AcODZ7wtC_w,"['Szechuan', 'Cantonese', 'Asian Fusion', 'Chinese', 'Restaurants']"
U--dvTM2j2q-ulb_xKniQg,"['Chinese', 'Restaurants']"
-m3sIRU18i8LcXzfY29IjQ,"['Buffets', 'Chinese', 'Restaurants']"
J6rIkpGl2ZipFDd5zk4Nzw,"['Szechuan', 'Taiwanese', 'Chinese', 'Restaurants']"
Mzvb9KyqVhrDA7wGhkTAKg,"['Chinese', 'Restaurants']"
naqJ8iKmZ1m9YWOyvgODZQ,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
3MwUofF-CektEM52NwDaUA,"['Fast Food', 'Chinese', 'Restaurants']"
H-n_ldCI3Q16rLVJsAxRMg,"['Cantonese', 'Chinese', 'Restaurants']"
f1WLLiB_y-49JrU0zTTeYg,"['Asian Fusion', 'Chinese', 'Restaurants']"
QLwdBJFNtwB6oAEqEhF6lg,"['Chinese', 'Restaurants']"
tWCXFJYoj9eixMEVTJd50g,"['Seafood', 'Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']"
7jXa8V1n5rn-zSdRpzNH5A,"['Chinese', 'Restaurants']"
Muq939TfNZheQx6SI1pe0Q,"['Chinese', 'Restaurants']"
1PQNIw4DgWTy_18cH5hVCA,"['Chinese', 'Restaurants']"
FpdNzWH9nEHHXfRvZ2tmqA,"['Bistros', 'Asian Fusion', 'Chinese', 'Restaurants']"
wU1dsWiCpxbWaJkB4KxU5Q,"['Chinese', 'Restaurants']"
3DMvGD8ZmlMQmhwV66hdSA,"['Chinese', 'Restaurants']"
dccIckfBjbbGUcKGCH884g,"['Chinese', 'Restaurants']"
ROBQugKx0b0fId8D18tBkQ,"['Chinese', 'Restaurants']"
21kk-zEVnyB6AhvX_86eJA,"['Fast Food', 'Chinese', 'Restaurants']"
QPQIDr4GmawMfWHHzMwrsw,"['Buffets', 'Chinese', 'Restaurants']"
oX6KamASYXnMIe5kpVhezw,"['Chinese', 'Restaurants']"
pNqHRWlrbh71zbPZNd7_2g,"['Chinese', 'Restaurants']"
-8wQB4T-cukbHZGO6etPMA,"['Chinese', 'Restaurants']"
1lUq6FGNXB-WhQtFF3Mrtg,"['Buffets', 'Chinese', 'Restaurants']"
n1T1pI2Qc3Tbip2P1iyoag,"['Food', 'Chinese', 'Restaurants']"
g_kOqG2Zl8ygx46XKtWilw,"['Chinese', 'Restaurants']"
S0EZSHGPt1gd7FzFC_donA,"['Chinese', 'Restaurants']"
8T4aPvtpugzUxJc-DVrLHg,"['Chinese', 'Restaurants']"
htCQKCpsvrz4M6B8SwWwcg,"['Buffets', 'Chinese', 'Restaurants']"
NdQMBelvH0TTe1pIrnFYmA,"['Chinese', 'Restaurants']"
BfxYcUAgoYWuMQRm-YIu_A,"['Fast Food', 'Chinese', 'Restaurants']"
MI0OfnmlfkUh2xPhT1lQSg,"['Chinese', 'Restaurants']"
6PFPQeCM-XDrZRy0DHV2Yw,"['Chinese', 'Restaurants']"
Ug97walz3YLxPMrpkktsFg,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
gXY_sX8il0ad7YhK9CClrQ,"['Buffets', 'Japanese', 'Chinese', 'Restaurants']"
9LWHrYjDQNjFSNH6VbSFrg,"['Chinese', 'Restaurants']"
9Z_I7AojTrf-h__P7RNSPQ,"['Chinese', 'Restaurants']"
mUraT4u496wxdlNaLmjnlg,"['Chinese', 'Restaurants']"
kiA-L7r9uHh2bqUPxuCzNQ,"['Thai', 'Asian Fusion', 'Chinese', 'Restaurants']"
xZwaUcrFMSY1O9dK2dAUpA,"['Chinese', 'Restaurants']"
FPfmUDyZASGKs60-dxn1TQ,"['Malaysian', 'Chinese', 'Restaurants']"
s9dY_Q7y19BlxYAAetVQRg,"['Pizza', 'Chinese', 'Canadian (New)', 'Restaurants']"
Kp7FuOK-vb1ufpCsTU14eQ,"['Chinese', 'Restaurants']"
sCv1wUWJhFmQEMw3A4lwXQ,"['Chinese', 'Restaurants']"
MIgONuEZlXLyQ1xwKAwX0A,"['Chinese', 'Restaurants']"
tR7GSbI-T0LoynLtkq4BxA,"['Dim Sum', 'Chinese', 'Restaurants']"
eR_vyBCRhMQKhmHbxFkPVw,"['Hawaiian', 'Chinese', 'Restaurants']"
f8ro-50UiJ70rToRjkpD1Q,"['Sushi Bars', 'Asian Fusion', 'Chinese', 'Restaurants']"
mzbQCUmd135tsNW6hY3G6A,"['Chinese', 'Restaurants']"
Gz9jnM72ouoKcfGtwzrR6g,"['Chinese', 'Restaurants']"
fowXs9zAM0TQhSfSkPeVuw,"['Chinese', 'Restaurants']"
aVuW7wvQs0QVUAbUN4LZog,"['Chinese', 'Restaurants']"
k-hE27MVMEBWdMsto1DeUA,"['Sushi Bars', 'Chinese', 'Restaurants']"
ZG_DMSNhXhQoQlFBx_qK0w,"['Chinese', 'Restaurants']"
pqsljPxfxY6yeY67zLgLkA,"['Chinese', 'Restaurants']"
F3P2F-IMu9XhVsMU5rVyCw,"['Cantonese', 'Asian Fusion', 'Chinese', 'Restaurants']"
Dhz3Qj3RLOT1ublaAqBw9g,"['Chinese', 'Restaurants']"
MKiOSSn8lONiMgZednCfXw,"['Buffets', 'Chinese', 'Restaurants']"
v6lMcqsBUT02TdO9ntvDpg,"['Chinese', 'Restaurants']"
eFfoxuq2XiRlYftEN3YqTA,"['Fast Food', 'Chinese', 'Restaurants']"
w-KjLZY8Nsv3zsD_qZJo7Q,"['Chinese', 'Restaurants']"
aUb1ulqB4B1y6kQuqRV3cg,"['Szechuan', 'Chinese', 'Restaurants']"
enbTOcl7WNgsjsAtmhvDRA,"['Asian Fusion', 'Chinese', 'Restaurants']"
tbn9K8MHVQoraGnlRNoaCg,"['Chinese', 'Restaurants']"
IS9ZqBV6R0olC_OYv-vGjQ,"['Chinese', 'Restaurants']"
jutz7DEv4JSM7x-jMuC6jA,"['Fast Food', 'Chinese', 'Restaurants']"
-23t2qOQWj8Kqp-Ijm1BQA,"['Chinese', 'Restaurants']"
w9t58m2lBLXfaJ-geQbPVQ,"['Chinese', 'Restaurants']"
SpDMxYfPhnAhw2SJCdSSSQ,"['Thai', 'Chinese', 'Restaurants']"
XUYbXm4ZmF_IlZ440HZjpw,"['Chinese', 'Restaurants']"
u5ea3QjzrkoIw_LoDefQqw,"['Chinese', 'Restaurants']"
VruXxn3PeUGD3R3T4pm7wg,"['Chinese', 'Restaurants']"
XGmbipnGbjoRD8Ae0OVUcg,"['Chinese', 'Restaurants']"
ZxGg3JpHVryyPSVpQHdLvQ,"['Chinese', 'Restaurants']"
Xr0SQ1i6vHgT0RBZfyzJ8Q,"['Food', 'Food Delivery Services', 'Chinese', 'Restaurants']"
k7zTofoKHGixABJiRb-phg,"['Szechuan', 'Chinese', 'Restaurants']"
LtdVdYhs7MAwwTBuHhdsFQ,"['Fast Food', 'Chinese', 'Restaurants']"
pYEGS9sTrmI7ZRYr6PUVMQ,"['Japanese', 'Chinese', 'Restaurants']"
JG8yZO9jZt_ikHQYK95vcQ,"['Chinese', 'Restaurants']"
wHyJz9S_QGbrHORbXIlJCQ,"['Chinese', 'Restaurants']"
PlmZQ_ZJU6kQuhpynoG1Bg,"['Chinese', 'Restaurants']"
KW6HejC-67KSL9J8Cz1dSw,"['Chinese', 'Restaurants']"
cpfqZ_968LCuIyHJ3X46NQ,"['Buffets', 'Chinese', 'Restaurants']"
Co-sJv4GNxILkF79ZMLq-Q,"['Fast Food', 'Chinese', 'Restaurants']"
df2rgAkd0X6E3jzSo2Cdww,"['Fast Food', 'Chinese', 'Restaurants']"
qiZSMdGKw2sIfco4kqJ6wA,"['Dim Sum', 'Chinese', 'Restaurants']"
1jGidLvb-bnBlCRD_a1h5w,"['Buffets', 'Chinese', 'Restaurants']"
rGHW5iUfPaB9dVN7iuapWA,"['Hot Pot', 'Taiwanese', 'Chinese', 'Restaurants']"
h38B6D2yfytGJGR1UEqT8Q,"['Buffets', 'Chinese', 'Restaurants']"
yKIo8_tja6-vEYEzsPsdRQ,"['Szechuan', 'Chinese', 'Restaurants']"
4uuUxywiTmzzOHxRrcxZLQ,"['Fast Food', 'Chinese', 'Restaurants']"
wUPHVWGmoBU_gykHl1Kzxg,"['Chinese', 'Restaurants']"
FjSttKipz44vRwKpPwhh-Q,"['Buffets', 'Chinese', 'Restaurants']"
SfBHIShLosHKWWLFuDFUhQ,"['Chinese', 'Restaurants']"
4Db74Jsyp81bei99fo-3Xg,"['Buffets', 'Mongolian', 'Chinese', 'Restaurants']"
ZCzXgj8OOGb5ww_RX4G7kA,"['Chinese', 'Restaurants']"
Q2LRId2kvf7KLgNCShyfBA,"['Chinese', 'Restaurants']"
-VVLldg7X2mzTXELTakMfA,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
1LVq-vrSkNSD0EIIBLnlSw,"['Thai', 'Vegetarian', 'Chinese', 'Restaurants']"
a8yzGF79KcfyRye2R6wt3Q,"['Chinese', 'Restaurants']"
yCQ2KC8OETCyQDCRw7mXrg,"['Chinese', 'Restaurants']"
C0Oax-LBEFf0mmPSugymEQ,"['Chinese', 'Food', 'Ethnic Food', 'Specialty Food', 'Cantonese', 'Restaurants']"
-AbU9Uw3Da3VsQJW2pPsDg,"['Chinese', 'Restaurants']"
OrwnIUTkAWueo46g7MM54Q,"['Fast Food', 'Chinese', 'Restaurants']"
8ZQc4awuK6_yvcERvczR5g,"['Chinese', 'Restaurants']"
xULJGFvwxQ6XgQLyA5u-1w,"['Chinese', 'Restaurants']"
VQaLNiZGuG4OnI4-Wnne3w,"['Thai', 'Chinese', 'Restaurants']"
jltLP6_SrYYkynpSuxVlwg,"['Dim Sum', 'Chinese', 'Restaurants']"
Lml0-yTNsMYsP9IrSMxw9A,"['Chinese', 'Restaurants']"
6T0XTVXm9rzx5pJXx5euyQ,"['Bars', 'Fast Food', 'Nightlife', 'Chinese', 'Restaurants']"
ORPFMdzXiIhxATWTJc2-4w,"['Fast Food', 'Chinese', 'Restaurants']"
RIPnl1BAUaY2rSW8cPuQWQ,"['Chinese', 'Restaurants']"
5W48_DnrXVD7EbtmE4pxOQ,"['Thai', 'Chinese', 'Restaurants']"
naUFPFYH2CqHtTrV3IAJrQ,"['Buffets', 'Chinese', 'Restaurants']"
Xa8Umq_plJIURPxM-Lkxmw,"['Sushi Bars', 'Japanese', 'Chinese', 'Restaurants']"
P6gg-9Cfh91ZVWE_vctGAw,"['Chinese', 'Restaurants']"
xmXFn-MPVR4O23uzGhJ1DA,"['Fast Food', 'Chinese', 'Restaurants']"
JShpcX_oSkA0aXINpsPGQQ,"['Japanese', 'Chinese', 'Restaurants']"
Y-pihdjUgiOrwYHgWd29tg,"['Fast Food', 'Chinese', 'Restaurants']"
5t-XCp3kifJ8cvApqYnExw,"['Chinese', 'Restaurants']"
7QBJDNVH6VPAStSvOM_lZA,"['Chinese', 'Restaurants']"
8U46CxZHRPuGRdnq2dFW4Q,"['Chinese', 'Restaurants']"
6OTr2OQADwbA04BruS0qWQ,"['Chinese', 'Restaurants']"
-AyTKVwnC6sHiwL1I_FfeA,"['Chinese', 'Restaurants']"
PsWHs2TLIjeTuMlZkZBwyA,"['Chinese', 'Restaurants']"
ysPpFXooSEtwHkIdcOd4Kg,"['Chinese', 'Restaurants']"
AEh8eVcvsgj73eMlM0JL9Q,"['Chinese', 'Restaurants']"
StxLkqrDw472GkpqjkJlrA,"['Chinese', 'Restaurants']"
uVNhjZbAjraiidicvedEnQ,"['Chinese', 'Restaurants']"
dai-Ksa9NOl-0cVS-v9Zzg,"['Chinese', 'Restaurants']"
Hlu6geDGG44x_Vk9sP_-Vg,"['Fast Food', 'Chinese', 'Restaurants']"
kFUku0uG1OzQ4OFC__FyHQ,"['Fast Food', 'Chinese', 'Restaurants']"
4T-oySmxM_-ojR_nTqF7pA,"['Chinese', 'Restaurants']"
4YUgLj3auvaBGHlthSi6Bg,"['Thai', 'Chinese', 'Restaurants']"
zlu8Ql5ByJ7ztgz1_qaoPQ,"['Chinese', 'Restaurants']"
INFG341Vwyr1M94xpimsmA,"['Chinese', 'Restaurants']"
kIFYMeaYAQ44wQVQSO2qqA,"['Asian Fusion', 'Dim Sum', 'Chinese', 'Restaurants']"
F1yXOy92AGumUP1ef0RTgA,"['Chinese', 'Restaurants']"
07kcENxFQxwVWYiZ5fqlOg,"['Chinese', 'Restaurants']"
e-5Vy_iwz8fH5EfKkiuWgg,"['Chinese', 'Restaurants']"
KmmrH1A46m8K8r_-rwWL0A,"['Chinese', 'Restaurants']"
kKFhTgBPZ02W6zsVB59Ukg,"['Indian', 'Chinese', 'Restaurants']"
pmkvLILWNXxcNy5dEMJgkg,"['Fast Food', 'Chinese', 'Restaurants']"
3-WLOkVK9HuJXwGDJXHCyQ,"['Chinese', 'Restaurants']"
5KF3AmuVuaNQVD-R7JGDpA,"['Vietnamese', 'Chinese', 'Restaurants']"
VEDXuvU1gZy3PqD9q32uwQ,"['Chinese', 'Restaurants']"
_hTnLGWujfiZhIaCwWH8Ng,"['Chinese', 'Restaurants']"
ZZVq32IyD8TZOMdo0-72dg,"['Fast Food', 'Chinese', 'Restaurants']"
7_985OI8KAdEFmp37vuI-w,"['Chinese', 'Restaurants']"
DvFOetqoZonh-7G6spAugw,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
5npcHq7cvdJlgQen_1n80Q,"['American (New)', 'Asian Fusion', 'Chinese', 'Restaurants']"
E9Kwi0vS_zbsJ8NLThcAqw,"['Chinese', 'Restaurants']"
eh480J34aBFwikOvwlZaNQ,"['Fast Food', 'Chinese', 'Restaurants']"
Nom2-t7jSD4RvbsgnxaP3Q,"['Chinese', 'Restaurants']"
uWRI3vWHZi82tyiWMYvnGg,"['Chinese', 'Restaurants']"
CJEM4qlKqLJ7EO8rtuFRpw,"['Chinese', 'Restaurants']"
wfwIbtSalxJ7wlzUVDYFsQ,"['Sushi Bars', 'Japanese', 'Chinese', 'Restaurants']"
_-8F1Ry4hQBjYVOX95T6aA,"['Food', 'Street Vendors', 'Chinese', 'Food Trucks', 'Restaurants']"
d1dwAa-FxyowEHMGSu_lNA,"['Chinese', 'Restaurants']"
FL84u0hLmcXN7A-cg9I9_Q,"['Chinese', 'Restaurants']"
-nHYKkSJuQ7zzFZ1veRfPg,"['Chinese', 'Restaurants']"
rKKKwK521j5TdtyG4JOi4Q,"['Chinese', 'Restaurants']"
qx3ffZQonHYtttXaWd9Z5Q,"['Chinese', 'Restaurants']"
twEwIwgnttepFpLp1BQc0w,"['Chinese', 'Restaurants']"
t02b8iqce8ZU4y6tpBQXSg,"['Fast Food', 'Chinese', 'Restaurants']"
gOOhZaWGpqvDqTBxnAxmHA,"['Chinese', 'Restaurants']"
crt6xd0yvBzk4ayuYta8eA,"['Shanghainese', 'Chinese', 'Restaurants']"
31IcDxg3P4P2kCjZ3OLCNQ,"['Chinese', 'Restaurants']"
V-iqSBsiPoJnhsm-1p95qw,"['Chinese', 'Restaurants']"
rR4Xojo3B_KvXcJ3NQEMvQ,"['Chinese', 'Restaurants']"
Z2z3OKOAIFv1rLSBFYr6lw,"['Chinese', 'Restaurants']"
wLZ--5d4lXImxrG7VhdTyA,"['Fast Food', 'Chinese', 'Restaurants']"
EJCIIIy4RghSG3Blsg9BrA,"['Asian Fusion', 'Malaysian', 'Chinese', 'Restaurants']"
fgFIHU4scmArJH-52fpqFg,"['Chinese', 'Restaurants']"
-O42yadp5Otp2F2DsilaFA,"['Chinese', 'Restaurants']"
76jf1_2bJCpnF33ZrAgGgA,"['Chinese', 'Restaurants']"
RnG3GkopdZW01vEDg9Z7Tg,"['Buffets', 'Japanese', 'Chinese', 'Restaurants']"
R1_6Crx6keOZ23AWk1vOuw,"['Chinese', 'Restaurants']"
ZKu3ynyht-BYVs3wS8D9_w,"['Chinese', 'Restaurants']"
i0_W9_1abdjBS7d5-pWORQ,"['Chinese', 'Restaurants']"
0DxeMAfznpqhxH1Z8O0_Yg,"['Chinese', 'Restaurants']"
mzQp4bnowm0ELC7aJOqpLQ,"['Korean', 'Japanese', 'Chinese', 'Restaurants']"
rE8048_DAh3Z8Tep466wrA,"['Chinese', 'Restaurants']"
q7fezY9K4kmxupNYQMAX6g,"['Asian Fusion', 'Japanese', 'Chinese', 'Restaurants']"
P3TFaom0CAdyAh9l8LwhtQ,"['Food Court', 'Chinese', 'Restaurants']"
QOwoKLXHMyeDaD5996Z9hg,"['Sushi Bars', 'Chinese', 'Restaurants']"
0Em690KhL9M-WqwdWlPRfA,"['Chinese', 'Restaurants']"
lI-LWQETbT8RivEHt-7jJg,"['Chinese', 'Restaurants']"
PAg_-9MtV7lX5rGb7yjLrQ,"['Chinese', 'Restaurants']"
a49oEUzj822SQgHHR8fv9A,"['Chinese', 'Restaurants']"
eyjyLrHjTPGuynfv-glYcw,"['Buffets', 'Chinese', 'Restaurants']"
SXvbOMPd7jNgTkY6pqMWGw,"['Chinese', 'Restaurants']"
XivYHEauoBk4Va9HjEmVsQ,"['Chinese', 'Restaurants']"
3DCjixw25ebL2_sAvNUBUg,"['Chinese', 'Restaurants']"
sJxTGpYzpN14aG0_pbc0kA,"['Buffets', 'Chinese', 'Restaurants']"
n-O-ZAWuFNcT3_saUNuijA,"['Chinese', 'Restaurants']"
ZWcZ77EQZqNVwRSfBubX7A,"['Chinese', 'Restaurants']"
Nz7xujxxc2ydhqWgQDxFpQ,"['Sushi Bars', 'Japanese', 'Chinese', 'Restaurants']"
ljv9jlYXFm_MzI9WmXc8EA,"['Chinese', 'Restaurants']"
LPNIKZPVt5W5iOWA7VsDJQ,"['Chinese', 'Restaurants']"
kCjR5nLyphuNKnDqRjurXQ,"['Buffets', 'Chinese', 'Restaurants']"
7Inf7-FiFC6spGyGR4uQAg,"['Chinese', 'Restaurants']"
ghzksdgNztTZA49PqMvPkA,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
d61OE_k-wFf8ku4GL1aLyQ,"['Chinese', 'Restaurants']"
TM-YMJJ4od-o80ciuLhlXA,"['Chinese', 'Restaurants']"
oDEaIbq68RkKu2z_kLeMdw,"['Chinese', 'Restaurants']"
AFDFOs2GaIyUArGyEUDQzQ,"['Noodles', 'Chinese', 'Restaurants']"
BQOLVEsUCPM4yJcNkTO2VQ,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
DoiIvRASpaPw6z0wveDAJw,"['Chinese', 'Restaurants']"
WhcWAaAw5x1sLh4PFQTlbw,"['Chinese', 'Restaurants']"
oMtqDDzpMcFrQwHfeYc1iA,"['Chinese', 'Restaurants']"
dCjIsHdc-IoOmfMt7qqZJA,"['Buffets', 'Chinese', 'Restaurants']"
lJZ6Fmei-JTNb-6AsGVFJg,"['Chinese', 'Restaurants']"
dqXejNUbrRZh6vky2n_aMg,"['Chinese', 'Restaurants']"
-nbFa-dumLw0v7J2H9L03g,"['Sushi Bars', 'Chinese', 'Restaurants']"
AiHmzAK6ASk7jNf27Eo4cQ,"['Chinese', 'Restaurants']"
fVOxPX70sxVApYJQr5G05Q,"['Thai', 'Fast Food', 'Chinese', 'Restaurants']"
9RP4fZf3ZYvwtB4EkbHd4w,"['Chinese', 'Restaurants']"
1svyifERkfuuz02lbeK2dA,"['Buffets', 'Chinese', 'Restaurants']"
AjO3sJJ_VEsN_RZZT7gUBw,"['Chinese', 'Restaurants']"
e6cQR6MFdJgQ3pRmsSGxAg,"['Chinese', 'Restaurants']"
TQJgBjbwr222OBcYpaxoxw,"['Asian Fusion', 'Chinese', 'Restaurants']"
Xsl-i1otDd3GXJEkkKJCaw,"['Chinese', 'Restaurants']"
VhTkkvvm7X9rkfxtzWHIFw,"['Food', 'Tea Rooms', 'Chinese', 'Restaurants']"
VK7XhT6wv-mWV6N1IU4xXA,"['Chinese', 'Restaurants']"
2sWval6Zz4qugjLUQc5I5Q,"['Thai', 'Chinese', 'Restaurants']"
9-tRYLWAH-Dl90th_zFKcw,"['Dim Sum', 'Chinese', 'Restaurants']"
IA3-WROjjRrlmzeF-EmjTQ,"['Food', 'Ethnic Food', 'Restaurants', 'Chinese', 'Specialty Food']"
UtUXhKh7vOVvWJF48IzJvQ,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
_PVEERIWg0xyrGXgL8iz_A,"['Chinese', 'Restaurants']"
1bLnV57i6UYvG_FSG-7WTg,"['Chinese', 'Restaurants']"
YuVHssS9VHSnvOu1wza8MQ,"['Chinese', 'Restaurants']"
ZQ9mZYwUKraGWL5l0D0uwA,"['Chinese', 'Restaurants']"
ruA8DUnrsRJ9H0hWhwQAqw,"['Chinese', 'Restaurants']"
OS1fGOcx_Erie5gujWIFNQ,"['Chinese', 'Restaurants']"
cuxqnMMmbBV0iE2KJJy60Q,"['Chinese', 'Restaurants']"
O5BaxsfXVo7kwX1YnjyvzA,"['Szechuan', 'Chinese', 'Restaurants']"
9whGt6zd2ulTYKqRNB02yA,"['Fast Food', 'Chinese', 'Restaurants']"
hLNKayXNRjsrJrsiA1sqGw,"['Fast Food', 'Asian Fusion', 'Chinese', 'Restaurants']"
HzQCwY-f1v45ZNt63vrFjw,"['Fast Food', 'Chinese', 'Restaurants']"
F7w2Oog07aWL0ZJi3YDS-w,"['Seafood', 'Chinese', 'Restaurants']"
oWiicnW4twnBLFT3sAVpGA,"['Chinese', 'Restaurants']"
m-zkVdThpPsJxj3pZ2C7aw,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
GPmV6e8A1gpfrCCrbe3Pkg,"['Fast Food', 'Chinese', 'Restaurants']"
tkHy13-6Iuc46OgBbmAaTw,"['Szechuan', 'Asian Fusion', 'Thai', 'Chinese', 'Restaurants']"
fk4VmHeqFOghZOKZo7UVCg,"['Chinese', 'Restaurants']"
JCkd5GzHR1mGK65Ov1BNfg,"['Chinese', 'Restaurants']"
P8DQlNd4ZVCtxFsH_QARFQ,"['Noodles', 'Barbeque', 'Chinese', 'Restaurants']"
dojsd6ReoLkA9pXxlNTDUw,"['Asian Fusion', 'Buffets', 'Chinese', 'Restaurants']"
1vYaGPKQzMebBJXFCGTH2g,"['Chinese', 'Restaurants']"
rj6F_QzE3rh81lC16-EE5g,"['Noodles', 'Chinese', 'Restaurants']"
47Q_CDw7-MDeDNCJMtQOUQ,"['Chinese', 'Restaurants']"
XC_VNpS8AhFzBmNh18n9zg,"['Chinese', 'Restaurants']"
4l3eeM1sOACwdJAz4UyIPQ,"['Chinese', 'Restaurants']"
pSiRWeCqs7a1xvS9ycLoTQ,"['Chinese', 'Restaurants']"
9--E4-VSXCWgWF0y1AEskA,"['Fast Food', 'Chinese', 'Restaurants']"
7_LgHFNEVTqjibY3jIkfZA,"['Chinese', 'Restaurants']"
nN1ZL78qo-iJhQDBTD1E0Q,"['Vegetarian', 'Asian Fusion', 'Chinese', 'Restaurants']"
XaJQnEg63F-CJ9kNhcqOjw,"['Chinese', 'Restaurants']"
jye7JqaFnf_JsQOeFRAYXQ,"['Chinese', 'Restaurants']"
O6ULOBeT0UwzrwMH9aPU4Q,"['Chinese', 'Restaurants']"
M5gpEDFICJb8cT8YpMO0lQ,"['Chinese', 'Restaurants']"
eODFYaXpC0M_39dzR5B2Nw,"['Fast Food', 'Chinese', 'Restaurants']"
MOGTTOxyzfDCj2W5RR7__Q,"['Chinese', 'Restaurants']"
SLVq3nPzCJoO8b8kwFvw6g,"['Fast Food', 'Chinese', 'Restaurants']"
8TGUK7LD3M-vLWml-jLb0w,"['Chinese', 'Restaurants']"
BYqyxLaW9aIQ07BRs-Khrw,"['Chinese', 'Restaurants']"
Q4uSuYGGRIyk0fzz5Vz07Q,"['Chinese', 'Restaurants']"
xJh77CuATCeJ6vu9Rt_mNA,"['Chinese', 'Restaurants']"
qVWR4NHU3NXlEIaCy67g2g,"['Chinese', 'Restaurants']"
LnR1pj4nLEXNDSbY09Jnng,"['Chinese', 'Restaurants']"
Y6vZpT6FB7uQftDGf9jaDA,"['Chinese', 'Restaurants']"
EljtR0HL1PSNjm2CebisoA,"['Chinese', 'Restaurants']"
CDFf-LBMKptsgEG7fdB5Pg,"['Chinese', 'Restaurants']"
3fNGtIfuHwt0-DD9SSjO6Q,"['Buffets', 'Chinese', 'Restaurants']"
_iohCL0iyZknBRYQozHpLQ,"['Chinese', 'Restaurants']"
VjEW4niQixpx9HB953Jruw,"['Hot Pot', 'Seafood', 'Chinese', 'Restaurants']"
pL9DLAOrhuxLv_BNX_GM2g,"['Food', 'Food Delivery Services', 'Asian Fusion', 'Chinese', 'Restaurants']"
hryVOl_txhl9n14d224Ssw,"['Soup', 'Seafood', 'Chinese', 'Restaurants']"
Y5clwKIHw8qTpy3pCH1BHQ,"['Chinese', 'Restaurants']"
3RKhnCtiN6jfaSbJU-9kmA,"['Fast Food', 'Chinese', 'Restaurants']"
68TwOXm4UR9F02o8gYuYWA,"['Dim Sum', 'Chinese', 'Restaurants']"
sc1UacpE3cVNJueMdXiCyA,"['Chinese', 'Restaurants']"
7KB3eQJASverUUah-I_0ZA,"['Chinese', 'Restaurants']"
BCffRAILQ43NUouZxho2qQ,"['Chinese', 'Restaurants']"
lgRLyicXByG1-W0QdsTopw,"['Szechuan', 'Chinese', 'Restaurants']"
GMcqokLizYYEOxAT3J_4_w,"['Chinese', 'Restaurants']"
LR9mX-3mh_PIEeG1A5zqxg,"['Chinese', 'Restaurants']"
u05PftndDkJhZA5PF_tF0A,"['Chinese', 'Restaurants']"
nOb5CUmPsVFV9PCKOpgcFw,"['Chinese', 'Restaurants']"
i3G72V0XX-qXmtweO3KZGA,"['Comfort Food', 'Taiwanese', 'Chinese', 'Restaurants']"
OgxpW_ZWDJ53m7s449Ufrg,"['Taiwanese', 'Chinese', 'Restaurants']"
0n3jILpQWJfZB9TIeBdPGA,"['Chinese', 'Restaurants']"
GHY7UYRnMhZnQ1FSIH20wg,"['Buffets', 'Chinese', 'Restaurants']"
oAcmLvOzafWHM4Gl9GFEAA,"['Chinese', 'Restaurants']"
1tI2U77_GJ8R45K9FPAuSA,"['Chinese', 'Restaurants']"
KkdkWeTMN8q-xpWD0ckx1Q,"['Buffets', 'Chinese', 'Restaurants']"
7ijbLiiirSkA-TNHCZTe3g,"['Chinese', 'Restaurants']"
rGhbYmGvoqU7IVrmuNQi2g,"['Chinese', 'Restaurants']"
uBDX9mlC9FZqhgguVyGrnQ,"['Taiwanese', 'Chinese', 'Restaurants']"
uFi6gZIorIy9WGkCxnGrdQ,"['Noodles', 'Chinese', 'Restaurants']"
NulKeGrS35q9Pr7GIMtSig,"['Chinese', 'Restaurants']"
ZdQbDVZWDsO-d7q2qW8E3A,"['Thai', 'Asian Fusion', 'Chinese', 'Restaurants']"
eKzME8Ax_RHe1f0YmXD8tg,"['Chinese', 'Restaurants']"
tSNpBgk_uXt6kmtChX39tg,"['Japanese', 'Chinese', 'Restaurants']"
7DgmLU2buMeX9pEh6ZYNeA,"['Fast Food', 'Chinese', 'Restaurants']"
L-bpJXpA5875dLb7A4wh6A,"['Vegan', 'Mongolian', 'Chinese', 'Restaurants']"
TC9Wn7VRanCdibCh41X5Sw,"['Chinese', 'Restaurants']"
rOEWuLpnYJVvm4REIgXt7A,"['Vietnamese', 'Chinese', 'Restaurants']"
